event_id,weeks,req_room_type,size,L_slots,assigned_day,assigned_start_hour,room_id,room_campus
E:AGYRPBTG2F_1,37,General Teaching,20,1,Monday,12,,
E:PEZ8XOS7O4_1,37,No room required,20,3,Monday,9,,
E:I9IHNR8PNC_1,37,General Teaching,20,2,Thursday,15,,
E:KMBC3MWU11_1,"10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,15,1,Monday,10,,
E:S5WTKN9BOX_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,12,1,Tuesday,16,,
E:ZDTQJ6QUJ3_1,"30, 32, 33, 34, 35, 36, 37",General Teaching,22,2,Thursday,15,,
E:ZR51GO7Z14_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,15,1,Friday,9,,
E:OYCYO3CAYR-00012_1,37,General Teaching,120,1,Monday,14,,
E:S6IZ7XL7E8_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,15,1,Friday,14,,
E:G276RF3KNI-00001_1,37,No room required,30,2,Monday,9,,
E:F2I4557SNE_1,"16, 18",General Teaching,15,2,Thursday,16,,
E:UNK48H7MPU_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,15,2,Monday,11,,
E:HL8UKP5DI1-00001_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,15,1,Monday,17,,
E:DSLSP2WWWA_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,20,1,Wednesday,9,,
E:6IVRTTWSYZ_1,"28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,12,1,Thursday,12,,
E:D86SR97CJK_1,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19",General Teaching,15,2,Friday,15,,
E:2Q634K77KP_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,20,1,Monday,12,,
E:7V7BJWOIC2_1,"10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,12,1,Thursday,10,,
E:NA7294SDMA_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,20,1,Thursday,17,,
E:GCA4X1SUG7_1,37,Gym,16,3,Monday,11,,
E:KRB69RO9E1_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,10,1,Wednesday,12,,
E:D22NSN8BZC_1,"10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,20,1,Monday,16,,
E:8KN5BJ66DN_1,"9, 10, 11, 12, 13, 15, 16, 17, 19",General Teaching,25,2,Tuesday,16,,
E:GXCLTRQQWF_1,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19",General Teaching,20,2,Tuesday,16,,
E:9B5QRGP3VZ_1,37,No room required,20,4,Monday,9,,
E:ZN6ZC44FKL_1,"27, 28, 29, 30, 32, 33, 34, 35, 36",General Teaching,15,1,Friday,12,,
E:ASU2T92VCO_1,"10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,15,1,Friday,16,,
E:ZPMPEONQBF_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,23,1,Monday,11,,
E:KV3TG99YSS-00001_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,20,1,Monday,10,,
E:B4VMXBN7H5_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,15,1,Wednesday,12,,
E:WWLSQ854LC-00011_1,37,General Teaching,60,1,Wednesday,10,,
E:DE8586ODZM_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,18,1,Tuesday,12,,
E:MQKWNE4IIJ_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,18,2,Tuesday,10,,
E:42UYVU13V7_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,15,1,Wednesday,17,,
E:PFM9I8JRAY-00001_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,20,1,Friday,9,,
E:UFVF5SSA1Q_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,85,3,Friday,9,,
E:GNE5YT7E4P_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,28,2,Monday,16,,
E:AMWTWAIH5H_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,11,1,Friday,10,,
E:76SYWPPSXL_1,"9, 10, 11, 12, 13, 16, 17, 18, 19",General Teaching,15,1,Tuesday,9,,
E:A7Y7H3MJWZ_1,"10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,20,1,Friday,13,,
E:GNAZIM7QBI_1,37,General Teaching,20,1,Thursday,10,,
E:72LPHVQB9F_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,11,1,Tuesday,9,,
E:J2ZXIA9SHV_1,37,No room required,30,1,Monday,9,,
E:CWQJUMD9QH-00001_1,37,No room required,30,2,Monday,9,,
E:Q1KC9L1FGM_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36",General Teaching,11,1,Wednesday,13,,
E:79XYUMUY22_1,"26, 27, 28, 30, 32, 33, 34, 35, 36, 37",General Teaching,18,2,Wednesday,12,,
E:UHAXP7OMGW_1,"26, 27, 28, 29, 30, 33, 34, 35, 36, 37",General Teaching,15,1,Friday,14,,
E:I5D9YNW5OP_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,7,1,Thursday,12,,
E:YLKGRORCVB_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36",General Teaching,11,1,Monday,11,,
E:RPJY6YMXTW_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,18,1,Monday,17,,
E:WTXTEZP7QS-00001_1,37,General Teaching,15,1,Monday,10,,
E:5L6QTY6EXS_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,15,1,Monday,11,,
E:4X8KVMC9OC_1,37,No room required,56,1,Monday,9,,
E:OX22B97Q3H_1,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19",General Teaching,15,1,Thursday,12,,
E:6I7LNLJNTI_1,"27, 29, 32, 34, 36",General Teaching,12,1,Monday,16,,
E:J52832ECUQ-00003_1,37,General Teaching,100,1,Wednesday,9,,
E:HEZDM8UHW9_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,24,1,Monday,15,,
E:HCGCQO44P8_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,16,1,Tuesday,10,,
E:2WXUBZO61S_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,50,2,Wednesday,14,,
E:XITIO4S5RZ_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,25,1,Wednesday,10,,
E:D7I5E6I15W_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,20,1,Tuesday,9,,
E:IKU9RG1NA4_1,"26, 27, 28, 29, 30",General Teaching,55,1,Friday,12,,
E:RII68LMUE1_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,15,1,Monday,9,,
E:WTXTEZP7QS_1,37,General Teaching,20,1,Thursday,9,,
E:ERMNG299PV_1,37,General Teaching,50,2,Thursday,15,,
E:93DTC3LQNQ_1,"9, 11, 12",General Teaching,10,2,Tuesday,12,,
E:96SNHW4BC7-00001_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,24,1,Thursday,10,,
E:F8M2I5QEC9_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,30,2,Friday,12,,
E:8GOT13EQ3A-00002_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,20,1,Thursday,9,,
E:CEH788MIHT-00002_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",Meeting Room,6,1,Wednesday,17,,
E:KI6R7MC5PW_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,20,1,Monday,12,,
E:3JNBU7U8FO_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,25,1,Thursday,10,,
E:8ITC7RUKD9_1,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19",General Teaching,15,2,Tuesday,12,,
E:COKQDOLJ41_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,22,1,Tuesday,12,,
E:Z3PIAJ5Q9Q-00003_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,20,1,Wednesday,11,,
E:QYVJ17CIEF_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,20,2,Friday,10,,
E:362KFGKWBA_1,"26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37",General Teaching,15,1,Monday,17,,
E:D5AYRI5SB4_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,10,1,Friday,12,,
E:ZINK2QWGI5_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,15,1,Thursday,9,,
E:DGHQ88XFES_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,12,1,Friday,10,,
E:VU6QQVM1CF_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,15,1,Wednesday,9,,
E:J9PDOIVRRC_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,72,2,Friday,10,,
E:IHYTGS9EKG_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,14,1,Wednesday,13,,
E:HZO15ZKEEA_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,12,1,Monday,10,,
E:ED6TQXRM4T_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,18,1,Tuesday,12,,
E:6TDBABFEY7-00001_1,37,General Teaching,30,3,Thursday,15,,
E:5PKHZ2Q8GM_1,"27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,14,1,Friday,11,,
E:6Z3FVW513N_1,37,General Teaching,15,1,Friday,12,,
E:HG7UXGPG76_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,35,1,Monday,17,,
E:EGWJ3RNJ2Y_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,12,1,Monday,17,,
E:Q64DJ53MPM_1,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19",General Teaching,15,1,Monday,13,,
E:ZHV6GJO8YY_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,15,1,Wednesday,10,,
E:25AXT2FV4L_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,13,1,Thursday,11,,
E:BU889UZC96_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,15,1,Monday,14,,
E:2TCPF3VJVB_1,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19",General Teaching,15,1,Tuesday,17,,
E:OWK4V5WVBE_1,"10, 11, 12, 13, 15, 16, 17, 18, 19, 20",General Teaching,5,1,Thursday,15,,
E:P6E3HXXPPU-00002_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,13,1,Friday,14,,
E:F7LHKF2FO5_1,"12, 15",General Teaching,14,2,Friday,12,,
E:LWQWBQVQPY_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,11,1,Monday,11,,
E:G276RF3KNI-00003_1,37,No room required,30,1,Monday,9,,
E:HRTIM1E3PZ_1,"10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,12,1,Monday,12,,
E:9UH8YKINXL_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,22,2,Friday,10,,
E:TPPOZUS4XM-00001_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",Computer Laboratory,20,2,Wednesday,14,,
E:TX3S5YPQLB_1,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19",General Teaching,15,1,Thursday,10,,
E:NR16F72GWW_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,16,2,Friday,10,,
E:QL29LPERC6_1,"9, 10, 12, 13, 15, 16, 17, 18, 19",General Teaching,80,1,Wednesday,12,,
E:O2GLLUM1QU_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36",General Teaching,16,1,Thursday,11,,
E:4ZWCU5YZ4R_1,"26, 27",General Teaching,20,2,Tuesday,12,,
E:YQNVAS5RAX_1,"26, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,15,1,Monday,14,,
E:ZLRV2BF2PL_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,15,1,Tuesday,17,,
E:5ABRGCHRW6-00001_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,18,1,Tuesday,16,,
E:J7WOMQWKEB_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,20,1,Thursday,11,,
E:61CU3VJK95_1,"29, 33, 36",General Teaching,20,2,Monday,11,,
E:FEF7M6BS74_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,10,1,Thursday,9,,
E:EC6XZH7Y96_1,"10, 12, 13, 14, 15, 16, 17, 18, 19",General Teaching,15,1,Friday,14,,
E:HK2F8TAC4W_1,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19",General Teaching,23,2,Thursday,12,,
E:TA8BP1NF6Z-00006_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,20,1,Monday,13,,
E:2S5ESLTV22_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,75,1,Thursday,13,,
E:NIPSJ6C635_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,25,1,Thursday,12,,
E:JL4ZOS4DW9_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,24,1,Tuesday,9,,
E:E539BB7GV7_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,15,1,Monday,16,,
E:YFPEEBEMGT-00001_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,6,1,Friday,11,,
E:WRQEKED5LO_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,12,1,Friday,15,,
E:ZOGRFZXQBN_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,8,1,Thursday,17,,
E:QII1AOKLEF_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",Teaching Studio,20,2,Friday,9,,
E:825Z7D1J1Q_1,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19",General Teaching,15,1,Monday,17,,
E:PKZCMJFRBB_1,"27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,14,1,Wednesday,17,,
E:Q786KL9HUD_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,15,2,Friday,10,,
E:TC9BNZ89EY_1,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19",General Teaching,30,2,Thursday,9,,
E:L2NOH2EVHN_1,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19",General Teaching,10,1,Monday,16,,
E:8LL6BA33N6_1,"10, 11, 12, 13, 15",No room required,200,1,Monday,9,,
E:Z86EW8467X_1,"27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,16,1,Friday,10,,
E:2IILNSFF5I_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,22,2,Thursday,10,,
E:9545G449OX_1,"26, 27",General Teaching,15,2,Thursday,14,,
E:5GUTRJUEYQ_1,"10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,18,1,Wednesday,16,,
E:MH8GKC2GNA_1,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19",General Teaching,15,1,Monday,12,,
E:72SIUQ2YGS_1,"10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,15,1,Wednesday,16,,
E:I37U5GAFDG_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,13,1,Wednesday,15,,
E:TN9K88HJ4D_1,"10, 12, 16, 19",General Teaching,40,2,Friday,10,,
E:N5S8DBVDZE_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,10,1,Friday,15,,
E:JQAXTW26U7_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",Teaching Studio,15,1,Monday,13,,
E:KVCEOXZMBA_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,20,1,Friday,12,,
E:A9N2EYOY1R_1,"9, 11, 13",Meeting Room,6,3,Monday,13,,
E:AFJCMTPRTE_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,12,1,Wednesday,17,,
E:WWLSQ854LC-00012_1,37,General Teaching,60,1,Monday,10,,
E:AL8ULEN1DB_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,20,1,Tuesday,14,,
E:5RABPN89Y8_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,15,2,Friday,10,,
E:ZFUA3V9649_1,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19",General Teaching,50,1,Thursday,17,,
E:WFYJUSI5WE_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,10,1,Thursday,14,,
E:XPFYNQAV3G_1,"30, 36",General Teaching,15,2,Monday,10,,
E:PN2O24STYP_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,10,1,Monday,13,,
E:UR8CUHR8R3_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,13,1,Thursday,14,,
E:PFCN8RMV2S_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,13,1,Wednesday,11,,
E:KBOMCYSN77_1,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19",General Teaching,30,2,Thursday,14,,
E:RH45HYQFEI_1,"11, 12, 13, 15, 16, 17, 18, 19",General Teaching,12,2,Thursday,11,,
E:OHFN2P89LV_1,"30, 35",General Teaching,10,2,Thursday,12,,
E:DZFGNWNF1U_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,15,1,Thursday,14,,
E:CDNRKHNN9D_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,15,2,Friday,10,,
E:GJ8AQ2JB1J_1,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19",General Teaching,15,2,Thursday,10,,
E:35N45M8ZI9_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,15,2,Friday,9,,
E:ULX3ZFXYH6-00001_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,9,1,Wednesday,13,,
E:BM6RPVG45N-00003_1,37,General Teaching,25,3,Friday,9,,
E:OWDRIE93J6_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,15,1,Monday,13,,
E:EE2WKIV9VS_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,8,1,Tuesday,13,,
E:FFKVZUCFSH_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,30,2,Friday,10,,
E:PHPYBORYW1_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,15,1,Monday,15,,
E:E2NCM3U1PW_1,37,General Teaching,25,8,Friday,10,,
E:RH8WFK6U5G_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,15,1,Tuesday,13,,
E:WR2PIENCHQ_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,30,2,Monday,13,,
E:MEBM2BJNA9_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,25,2,Wednesday,15,,
E:8WNYH7LYY7_1,"27, 28, 29, 30, 33, 34, 35, 36, 37",General Teaching,30,1,Wednesday,9,,
E:S9YJVAYGC9-00001-00001_1,37,General Teaching,30,3,Friday,9,,
E:MM8WLOAYM9_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,15,1,Tuesday,11,,
E:5ABRGCHRW6_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,18,1,Thursday,13,,
E:IQO4WSJF54-00001_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,9,1,Tuesday,9,,
E:1LZA9BQI7U-00029_1,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18",General Teaching,10,2,Monday,14,,
E:QRFORMP5GI_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,15,1,Tuesday,10,,
E:IARW5ZRU6N_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,12,1,Friday,17,,
E:9K1FZWJL6L_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,25,1,Tuesday,13,,
E:LIA1VS4OR1_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,20,1,Monday,16,,
E:DRQ6OVIUV7_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,15,2,Friday,11,,
E:JDKF5YSQ8D_1,"27, 28, 29, 30, 32, 33, 34, 35, 36",General Teaching,15,1,Thursday,15,,
E:363P7UKNUU_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,10,1,Thursday,13,,
E:M2JTIDPAGS-00001_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36",General Teaching,120,1,Wednesday,13,,
E:899BLU6AFO_1,"11, 12, 13, 15, 16, 17, 18",General Teaching,15,1,Thursday,17,,
E:QL9J8FD7CF_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,15,2,Wednesday,11,,
E:M5HIGPCVAU_1,"26, 27, 28, 29, 30, 32",General Teaching,11,1,Friday,15,,
E:W9UQ3YRJ7F_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,20,2,Friday,11,,
E:G276RF3KNI-00002_1,37,No room required,30,1,Monday,9,,
E:TMHGBME86M_1,37,General Teaching,30,3,Thursday,14,,
E:626657BQVE_1,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19",General Teaching,22,2,Friday,9,,
E:FOAT4X266G_1,"28, 30, 35",Teaching Studio,30,2,Tuesday,15,,
E:DMKMBERMTX_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,15,1,Thursday,13,,
E:AYJJJ3EAZ6_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,11,1,Monday,11,,
E:79KO8OFI2X_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,30,1,Monday,9,,
E:S9TD6GYT2M_1,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19",General Teaching,15,1,Tuesday,16,,
E:XB2EBSIPKG_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,18,1,Monday,11,,
E:8JBDF7G4H3_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,15,2,Thursday,16,,
E:W6SZO8IP46_1,"9, 10, 11, 12, 13, 16, 17, 18, 19",General Teaching,15,1,Wednesday,12,,
E:DXXIRV9PNG_1,37,General Teaching,20,4,Thursday,14,,
E:5TYNKC2CXD-00001_1,10,Meeting Room,20,3,Monday,9,,
E:F33KTGS8KB_1,"9, 16",General Teaching,100,1,Monday,10,,
E:I4TO698AK8_1,"33, 34, 35, 36, 37",General Teaching,11,1,Friday,12,,
E:CYMF75FZFK_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,18,1,Wednesday,16,,
E:7UDHD7E8D1_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,10,1,Tuesday,12,,
E:DZL9GA3F8F_1,"29, 33, 36",General Teaching,20,2,Tuesday,15,,
E:NYSXIHR697-00002_1,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19",General Teaching,30,1,Monday,10,,
E:WSTP3H4T4B_1,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19",General Teaching,24,1,Monday,15,,
E:HQKZ4QADQZ_1,"26, 27, 28",General Teaching,15,2,Monday,9,,
E:1ACV9AUWNV_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,25,1,Wednesday,16,,
E:945IPMWCV1_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,44,1,Thursday,15,,
E:M5UUXCWF9G_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,12,1,Thursday,9,,
E:WGTIIHM7L9_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,15,1,Monday,16,,
E:YCWX6Y34S2-00001_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,12,1,Thursday,11,,
E:5HENZR421O_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,15,1,Monday,11,,
E:39I2BCOEWK_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,15,1,Thursday,12,,
E:WE6YSJEM32_1,37,General Teaching,30,1,Thursday,17,,
E:1EZDSYWWA4_1,10,Meeting Room,14,2,Monday,9,,
E:YB6OU3NT53_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,10,1,Wednesday,11,,
E:UL5AZC9VR6_1,15,Meeting Room,15,2,Monday,11,,
E:TA8BP1NF6Z-00005_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,20,1,Wednesday,10,,
E:PJ93ERXSBY_1,"27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,16,1,Monday,9,,
E:CQ7PCCPGLH_1,"26, 27, 29, 30, 32, 33, 34, 35, 36",General Teaching,30,2,Thursday,15,,
E:9IJZVXP1SA-00001_1,37,General Teaching,56,1,Friday,11,,
E:VP7TOSYH8E_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,12,1,Friday,13,,
E:TUKTH1N2HD_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,10,1,Tuesday,14,,
E:WAKHFYANMC_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,10,1,Thursday,12,,
E:YLM3DVMYGD_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,10,1,Friday,10,,
E:UBDBARAQRU_1,"28, 30, 33, 35",General Teaching,12,1,Monday,15,,
E:X3NEEZWVGA_1,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",General Teaching,7,1,Wednesday,9,,
E:7EBXV1I8D3_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,12,1,Tuesday,13,,
E:13U5PG12UB_1,"11, 13, 15, 17",General Teaching,12,1,Wednesday,15,,
E:EYM88F7GTB_1,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19",General Teaching,10,2,Friday,12,,
E:QJV43EP7J3_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",Teaching Studio,20,1,Wednesday,15,,
E:2WCISRKWPO_1,"28, 30, 33, 35",General Teaching,18,1,Thursday,16,,
E:C9KNM86ITE-00002_1,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",General Teaching,30,1,Monday,10,,
