event1,event2,shared_students,week,day,start1,end1,start2,end2
E:5WMV9BYJYG,E:6RN8FGZ7LU-00010,5,18,Monday,0,2,1,2
E:5WMV9BYJYG,E:6S2G3V3BPW-00001,5,16,Monday,0,2,0,2
E:5WMV9BYJYG,E:LXK3A198YF,5,16,Monday,0,2,0,1
E:5WMV9BYJYG,E:SE2TSW9M4R,5,10,Monday,0,2,0,1
E:5WMV9BYJYG,E:UNBF8SQIQN-00003,5,10,Monday,0,2,1,4
E:5WMV9BYJYG,E:Z71113NGTU,5,16,Monday,0,2,0,3
E:5WMV9BYJYG-00001,E:6RN8FGZ7LU-00012,5,19,Monday,0,1,0,4
E:5WMV9BYJYG-00001,E:N2PP78SIV2,5,17,Monday,0,1,0,3
E:5WMV9BYJYG-00001,E:Z71113NGTU,5,17,Monday,0,1,0,3
E:5WMV9BYJYG-00001-00001,E:6S2G3V3BPW-00001,5,13,Monday,0,2,0,2
E:5WMV9BYJYG-00001-00001,E:6S2G3V3BPW-00002,5,13,Monday,0,2,0,1
E:5WMV9BYJYG-00001-00001,E:UNBF8SQIQN-00006_1,3,13,Monday,0,2,0,3
E:8NEHD8EI49-00001,E:J1G4ARSUF2,2,32,Monday,0,2,0,2
E:ASYK78KTSH,E:J1G4ARSUF2,5,36,Monday,0,1,0,2
E:HDKUQT9M96,E:J1G4ARSUF2-00001,5,33,Monday,0,3,0,1
E:HDKUQT9M96,E:J1G4ARSUF2-00001-00002,5,35,Monday,0,3,0,2
E:J1G4ARSUF2,E:RE81TVVUPZ,5,28,Monday,0,2,0,3
E:J1G4ARSUF2,E:TOWDDJVDV8,5,26,Monday,0,2,0,3
E:J1G4ARSUF2,E:WCWBWNW11T-00006,5,34,Monday,0,2,0,1
E:J1G4ARSUF2,E:X8V89SQ7SG,5,32,Monday,0,2,0,3
E:J1G4ARSUF2-00001,E:WCWBWNW11T-00002,5,31,Monday,0,1,0,1
E:J1G4ARSUF2-00001,E:WCWBWNW11T-00003,5,31,Monday,0,1,0,1
E:J1G4ARSUF2-00001,E:WCWBWNW11T-00004,5,31,Monday,0,1,0,1
E:J1G4ARSUF2-00001,E:WCWBWNW11T-00005,5,31,Monday,0,1,0,1
E:J1G4ARSUF2-00001,E:X8V89SQ7SG,5,31,Monday,0,1,0,3
E:J1G4ARSUF2-00001-00001,E:WCWBWNW11T,5,29,Monday,0,2,0,1
E:J1G4ARSUF2-00001-00001,E:WCWBWNW11T-00001,5,29,Monday,0,2,0,1
E:J1G4ARSUF2-00001-00001,E:X8V89SQ7SG,5,29,Monday,0,2,0,3
E:3X4FY42OA7,E:8ENLJMT19X,6,10,Friday,2,3,2,3
E:6EFNCAPCXC,E:F3O1SJANX4,1,10,Thursday,0,1,0,1
E:6II48E5MER-00001,E:8ENLJMT19X,6,10,Friday,2,3,2,3
E:8ENLJMT19X,E:AY7IEA35OJ,6,18,Friday,2,3,2,3
E:EMFSNG3XZY,E:J4V4Z7H54O,1,32,Monday,2,3,2,3
E:CM867S1XDH,E:LDY2XV37CW,9,32,Wednesday,4,5,4,5
E:CM867S1XDH-00001,E:YKKC2XJTQS,3,32,Wednesday,3,4,3,4
E:KQ1WY6K7K5,E:U29S5C18Y7-00002,1,11,Friday,1,2,1,2
E:6WA7FHDAMP,E:JUSP5FBKYE,1,32,Tuesday,5,6,5,6
E:8BWP3J85EZ-00001,E:8FRAM2RTSS,1,10,Wednesday,4,6,4,5
E:52GDI4957G-00001,E:UNBF8SQIQN-00006_1,7,13,Monday,1,3,0,3
E:95LS2IBB8N-00001,E:HM51INTFI1,7,32,Wednesday,2,3,1,3
E:95LS2IBB8N-00001,E:ZRVY2HBUF5-00001,1,33,Wednesday,2,3,1,3
E:EPVGX2WH8Y-00001,E:KA5YKK4ZUK,3,10,Monday,0,2,0,2
E:HYJ3GGABJI,E:N8UXDBUHUJ,4,31,Monday,1,2,0,3
E:KA5YKK4ZUK-00001,E:UNBF8SQIQN-00006_1,2,13,Monday,0,1,0,3
E:1ZP8JQDVHH,E:3O9J7OOZU7,3,9,Tuesday,1,2,1,2
E:319XFABXN7,E:EEADJH38M8,1,32,Tuesday,5,6,5,6
E:319XFABXN7,E:S3IUHFOIQS,1,32,Tuesday,5,6,5,6
E:9MHXOVIU6V,E:CYMF75FZFK,1,9,Tuesday,6,7,6,7
E:CAVUTRHFWA,E:GZJJNAID96,1,9,Monday,6,7,6,7
E:CAVUTRHFWA,E:Z3O93GXDA1,1,9,Monday,6,7,6,7
E:EEADJH38M8,E:S3IUHFOIQS,1,32,Tuesday,5,6,5,6
E:TKHXVU7WAR,E:UO8C8P8QY6,1,26,Thursday,6,7,6,7
E:HHSUW3UK3A-00001,E:M4QMLFVIMM,3,9,Monday,0,1,0,1
E:Q1BEBFTKWP-00001,E:XS41KZMFK7,9,32,Tuesday,5,6,5,6
E:8IUCXWNP69-00001,E:KVYTODODJE,3,34,Wednesday,0,4,1,3
E:1LT8KEIGNU-00002,E:3PH1PC7AIL,5,29,Monday,0,1,0,2
E:27OF3OYC8Y,E:OVB5RKRX55,1,35,Thursday,4,6,5,7
E:3FCFPOIR22,E:GKU25YIZ2M-00001,5,18,Monday,0,1,0,1
E:3PH1PC7AIL,E:87R35KF9XA-00008,5,27,Monday,0,2,1,2
E:3PH1PC7AIL,E:87R35KF9XA-00008-00002,5,27,Monday,0,2,0,1
E:3PH1PC7AIL,E:HDKUQT9M96,5,33,Monday,0,2,0,3
E:3PH1PC7AIL,E:IY67GNX5NW,5,27,Monday,0,2,0,1
E:3PH1PC7AIL,E:WCWBWNW11T,5,29,Monday,0,2,0,1
E:3PH1PC7AIL,E:WCWBWNW11T-00001,5,29,Monday,0,2,0,1
E:3PH1PC7AIL,E:WCWBWNW11T-00002,5,31,Monday,0,2,0,1
E:3PH1PC7AIL,E:WCWBWNW11T-00003,5,31,Monday,0,2,0,1
E:3PH1PC7AIL,E:WCWBWNW11T-00004,5,31,Monday,0,2,0,1
E:3PH1PC7AIL,E:WCWBWNW11T-00005,5,31,Monday,0,2,0,1
E:3PH1PC7AIL,E:X8V89SQ7SG,5,27,Monday,0,2,0,3
E:3PH1PC7AIL-00001,E:52SA94XLDE,5,32,Monday,0,1,0,1
E:3PH1PC7AIL-00001,E:8NEHD8EI49-00001,2,32,Monday,0,1,0,2
E:3PH1PC7AIL-00001,E:ASYK78KTSH,5,36,Monday,0,1,0,1
E:3PH1PC7AIL-00001,E:RE81TVVUPZ,5,28,Monday,0,1,0,3
E:3PH1PC7AIL-00001,E:TOWDDJVDV8,5,26,Monday,0,1,0,3
E:3PH1PC7AIL-00001,E:WCWBWNW11T-00006,5,34,Monday,0,1,0,1
E:3PH1PC7AIL-00001,E:X8V89SQ7SG,5,32,Monday,0,1,0,3
E:6RN8FGZ7LU-00003,E:GKU25YIZ2M,5,17,Monday,1,2,0,2
E:6RN8FGZ7LU-00008,E:GKU25YIZ2M-00001,5,18,Monday,0,1,0,1
E:6RN8FGZ7LU-00012,E:GKU25YIZ2M,5,19,Monday,0,4,0,2
E:6S2G3V3BPW-00001,E:GKU25YIZ2M,5,13,Monday,0,2,0,2
E:6S2G3V3BPW-00001,E:GKU25YIZ2M-00001,5,16,Monday,0,2,0,1
E:6S2G3V3BPW-00002,E:GKU25YIZ2M,5,13,Monday,0,1,0,2
E:F8COIQ2E5N,E:H5NCHNP46S,1,10,Wednesday,1,2,1,3
E:GKU25YIZ2M,E:N2PP78SIV2,5,17,Monday,0,2,0,3
E:GKU25YIZ2M,E:UNBF8SQIQN-00006_1,1,13,Monday,0,2,0,3
E:GKU25YIZ2M,E:Z71113NGTU,5,15,Monday,0,2,0,3
E:GKU25YIZ2M-00001,E:LXK3A198YF,5,16,Monday,0,1,0,1
E:GKU25YIZ2M-00001,E:SE2TSW9M4R,5,10,Monday,0,1,0,1
E:GKU25YIZ2M-00001,E:Z71113NGTU,5,16,Monday,0,1,0,3
E:HJ4JH7SC3X,E:PL8MBVJ8G1-00001,4,11,Thursday,5,8,6,7
E:I1Q72J9YO4,E:OVB5RKRX55,2,34,Thursday,4,7,5,7
E:KFLKL6PECU-00003_2,E:YCX4YKS3SU,7,29,Tuesday,2,7,3,4
E:ABEEGK3VRZ,E:N1VTYX6UPN,1,32,Monday,0,1,0,1
E:AUS5JVR2S9,E:INML8AQUUU,19,9,Monday,0,1,0,1
E:AUS5JVR2S9-1,E:U6J76I1RC6,5,19,Monday,8,9,8,9
E:OCTMHLKC8E,E:UO8C8P8QY6,6,32,Thursday,6,7,6,7
E:QOSRUK1EH2,E:TNM5DNZ7VW,1,15,Wednesday,2,4,2,3
E:1YSW4863W7-00002,E:RDGNZ3HC3F_2,1,11,Monday,6,7,6,7
E:73YFXEUNT2,E:8RRY6VJXLY,3,37,Tuesday,1,3,0,4
E:73YFXEUNT2,E:KFLKL6PECU-00003_6,2,29,Tuesday,1,3,2,7
E:IAZMAQ6YX7-00001-00001,E:UNBF8SQIQN-00006_1,2,13,Monday,0,2,0,3
E:29GAQYOPN1,E:72U1KAZSNE-00001,2,9,Thursday,8,9,7,9
E:I8GXK58JGR,E:KHRG2FNFSW,1,9,Monday,4,6,4,5
E:IWI9AL3ODS,E:K5Q89H8GZ9,1,32,Wednesday,2,3,2,3
E:GOXG546L5O-00001,E:P5493IK6G8,2,31,Tuesday,1,2,1,2
E:2FVLUFRKGO,E:Z1NORQJMY6_5,17,14,Monday,6,7,5,8
E:45A2CBMGJF,E:MSMSY1MS69,10,14,Monday,2,3,0,3
E:4R4FZ1ALK9,E:9QYZLHFFH3,15,34,Thursday,4,5,4,6
E:4WS4F1NM3U,E:S4WE1X41PY_1,14,35,Friday,0,2,0,1
E:58NCSUP3XY,E:CKOR1ZCUOG,10,16,Monday,2,9,0,3
E:6B41FQWQA5,E:CKOR1ZCUOG,10,16,Monday,0,1,0,3
E:7HNSTGGZMF,E:9FECGTDWQJ,10,12,Monday,0,3,2,3
E:CKOR1ZCUOG,E:WAUR8J44F8,10,16,Monday,0,3,0,1
E:EWMWPYHPMT,E:Y5QPXE21E7,10,15,Thursday,2,3,2,3
E:GGQHEWBQSD,E:H1NB14LD6F_1,15,15,Wednesday,2,4,2,4
E:IDIXAQ924T,E:S4WE1X41PY_1,14,35,Friday,0,2,0,1
E:KZWCCQIZ94,E:S4WE1X41PY_1,14,35,Friday,0,2,0,1
E:MFPWYXBZ4L,E:Z1NORQJMY6_5,17,14,Monday,6,7,5,8
E:OKYXT26BCU,E:PKQZHXC7W5,10,19,Tuesday,4,5,1,9
E:RW8BSLUIA2_3,E:Z1NORQJMY6_5,4,14,Monday,5,8,5,8
E:H3XYEG4XD3,E:K351GXHDWE,5,32,Tuesday,6,8,6,7
E:JH4D5SCP1T,E:MSJAF95U7L,2,11,Monday,6,8,7,9
E:RE8EQI8WRK,E:ZOOHIZFMJV,6,35,Monday,2,4,2,5
E:BTEBTOJBVF,E:ITFPXPHOMX,2,32,Wednesday,1,3,0,3
E:E9F83OVYE8,E:SSCT9OXYPY-00001,2,30,Thursday,2,4,2,5
E:EGKVX66PDC,E:ITFPXPHOMX,7,32,Wednesday,1,4,0,3
E:EPTKTPZYVQ,E:ITFPXPHOMX,4,29,Wednesday,0,2,0,3
E:149GGD3QG7_2,E:HM8FLCOMT6,6,12,Thursday,6,8,6,7
E:16CPPSZFQO,E:P2ZAQ1L47A,2,11,Thursday,4,5,4,5
E:6UPY6BIX6H,E:M9RBKCGYGR,8,32,Wednesday,3,5,3,5
E:8DPZTBHCD2,E:G1SCURZTTV,2,32,Thursday,2,3,2,3
E:PJZMUH7QA5-00001,E:S458U1SLUD-00003,7,30,Thursday,0,1,0,2
E:AMWIXSMZHF,E:PEB2BAHCTG,2,16,Wednesday,5,6,3,6
E:AMWIXSMZHF,E:UWUZ4U5PWG,3,16,Wednesday,5,6,4,7
E:D7GD6XSCVK,E:TJGTAEREGU,1,29,Monday,0,1,0,2
E:D7GD6XSCVK,E:XLHX8Y9JOJ,1,27,Monday,0,1,0,2
E:5SUMYQB7U9,E:SVEIJTCNUZ,2,32,Wednesday,1,3,1,2
E:5SUMYQB7U9,E:UTPDZKKFRW,2,30,Wednesday,1,3,2,3
E:L6B6CD755V,E:Y69SQ9ED8M,11,18,Monday,3,4,3,4
E:1LT8KEIGNU-00002,E:LKUFBT7C2H,4,29,Monday,0,1,0,2
E:3FCFPOIR22,E:N2UUMLE4CF-00001,4,18,Monday,0,1,0,1
E:52SA94XLDE,E:LKUFBT7C2H-00001,4,32,Monday,0,1,0,1
E:6RN8FGZ7LU-00003,E:N2UUMLE4CF,4,17,Monday,1,2,0,2
E:6RN8FGZ7LU-00008,E:N2UUMLE4CF-00001,4,18,Monday,0,1,0,1
E:6RN8FGZ7LU-00012,E:N2UUMLE4CF,4,19,Monday,0,4,0,2
E:6S2G3V3BPW-00001,E:N2UUMLE4CF,4,13,Monday,0,2,0,2
E:6S2G3V3BPW-00001,E:N2UUMLE4CF-00001,4,16,Monday,0,2,0,1
E:6S2G3V3BPW-00002,E:N2UUMLE4CF,4,13,Monday,0,1,0,2
E:87R35KF9XA-00008,E:LKUFBT7C2H,4,27,Monday,1,2,0,2
E:87R35KF9XA-00008-00002,E:LKUFBT7C2H,4,27,Monday,0,1,0,2
E:ASYK78KTSH,E:LKUFBT7C2H-00001,4,36,Monday,0,1,0,1
E:HDKUQT9M96,E:LKUFBT7C2H,4,33,Monday,0,3,0,2
E:IRYCP7F9F6,E:N2UUMLE4CF,2,15,Monday,1,2,0,2
E:IY67GNX5NW,E:LKUFBT7C2H,4,27,Monday,0,1,0,2
E:LKUFBT7C2H,E:WCWBWNW11T,4,29,Monday,0,2,0,1
E:LKUFBT7C2H,E:WCWBWNW11T-00001,4,29,Monday,0,2,0,1
E:LKUFBT7C2H,E:WCWBWNW11T-00002,4,31,Monday,0,2,0,1
E:LKUFBT7C2H,E:WCWBWNW11T-00003,4,31,Monday,0,2,0,1
E:LKUFBT7C2H,E:WCWBWNW11T-00004,4,31,Monday,0,2,0,1
E:LKUFBT7C2H,E:WCWBWNW11T-00005,4,31,Monday,0,2,0,1
E:LKUFBT7C2H,E:X8V89SQ7SG,4,27,Monday,0,2,0,3
E:LKUFBT7C2H-00001,E:RE81TVVUPZ,4,28,Monday,0,1,0,3
E:LKUFBT7C2H-00001,E:TOWDDJVDV8,4,26,Monday,0,1,0,3
E:LKUFBT7C2H-00001,E:WCWBWNW11T-00006,4,34,Monday,0,1,0,1
E:LKUFBT7C2H-00001,E:X8V89SQ7SG,4,32,Monday,0,1,0,3
E:LXK3A198YF,E:N2UUMLE4CF-00001,4,16,Monday,0,1,0,1
E:N2PP78SIV2,E:N2UUMLE4CF,4,17,Monday,0,3,0,2
E:N2UUMLE4CF,E:UNBF8SQIQN-00006_1,2,13,Monday,0,2,0,3
E:N2UUMLE4CF,E:Z71113NGTU,4,15,Monday,0,2,0,3
E:N2UUMLE4CF-00001,E:SE2TSW9M4R,4,10,Monday,0,1,0,1
E:N2UUMLE4CF-00001,E:Z71113NGTU,4,16,Monday,0,1,0,3
E:16JAXIUYMZ,E:COHCPJX3O3-00002_2,2,32,Tuesday,2,4,3,5
E:16JAXIUYMZ,E:COHCPJX3O3-00003_1,1,29,Tuesday,2,4,2,4
E:16JAXIUYMZ,E:N4XXK9BJPB-00001,2,32,Tuesday,2,4,3,4
E:1HR3WSMHDK,E:9LCEP2X1R6,9,32,Monday,5,7,5,7
E:COHCPJX3O3-00001_2,E:Z77BGQUMHM_3,4,33,Thursday,1,3,0,3
E:DNBT2SCQ6W,E:DZN8AXPDJI,4,19,Wednesday,4,5,3,5
E:DZ6JEOQ2OL,E:Z4A1CU3FSW_2,4,19,Thursday,2,4,2,6
E:E2HKZLW8MZ,E:Z4A1CU3FSW_2,3,19,Thursday,3,5,2,6
E:3H8V1DYD18,E:PVI4UXJTET,3,29,Tuesday,4,5,4,6
E:3QB7J7G4N9,E:HYKRM7MSIV,5,28,Thursday,4,7,3,6
E:4KBHP25U8B-00001,E:Q2UTO6CYWO,4,34,Monday,0,1,0,3
E:4QJCPM4XLJ,E:FAS29Y9MRI,2,32,Tuesday,5,7,3,6
E:8BWP3J85EZ-00001,E:WK4M9QFM6S-00001,1,14,Wednesday,4,6,5,6
E:8VOHBG28UR-00002,E:Q2UTO6CYWO,2,34,Monday,0,1,0,3
E:9MK3ZX4WU9,E:LLAGOV9ZM1_2,2,9,Tuesday,6,7,5,8
E:9MK3ZX4WU9-00001,E:LLAGOV9ZM1_2,2,9,Tuesday,5,6,5,8
E:AADRAOJET1,E:FAS29Y9MRI,1,32,Tuesday,2,5,3,6
E:FAS29Y9MRI,E:VYLNHXJKRS,5,32,Tuesday,3,6,3,4
E:FAS29Y9MRI,E:VYLNHXJKRS-00001,5,32,Tuesday,3,6,3,4
E:GVOQAYD5SM,E:GYIC11DXGU,10,16,Tuesday,0,3,1,3
E:Q2UTO6CYWO,E:ZIW7WJAPZG,2,34,Monday,0,3,1,4
E:9X6W1TI9LK,E:KHJM62NZRZ,3,36,Thursday,2,4,1,3
E:DEIG2MVHMT,E:SRRYBSXITS,10,32,Monday,0,1,0,1
E:G1SIQ2I1FU,E:NFHGRV71ZX-00001,1,9,Monday,6,7,6,7
E:3EAE3Q81KJ,E:96HC3WXNDJ,1,10,Monday,0,1,0,1
E:3UZI8FEOOE,E:96HC3WXNDJ,1,10,Monday,0,1,0,1
E:96HC3WXNDJ,E:UE45NXMCNP,1,10,Monday,0,1,0,1
E:CTK16L3EDN,E:ECLBAZ29PA,2,32,Friday,1,3,1,2
E:9ZN9AERROY-00001,E:CMHBSRD34G_1,2,27,Monday,1,2,1,2
E:CMHBSRD34G_1,E:HP8IML5HIR,1,28,Monday,1,2,0,2
E:HM51INTFI1-00001,E:HP8IML5HIR,4,32,Monday,0,2,0,2
E:HP8IML5HIR,E:LXITI1JHYD-00001-00001,3,32,Monday,0,2,0,2
E:IUGLHGQDRY-00001,E:OH8A4PNO1E-00007-00001,3,34,Monday,8,9,8,9
E:S4V5M9X5P4_1,E:UQMJRWMJA3,1,10,Monday,0,1,0,2
E:S4V5M9X5P4_1,E:UQMJRWMJA3-00001,1,11,Monday,0,1,0,1
E:UQMJRWMJA3,E:Y9JZEAHL7Q-00001,4,16,Monday,0,2,0,2
E:5ZZZO2KGJZ,E:Y9L2J2L6WC,1,13,Monday,7,8,7,8
E:98UUGYLGZ1,E:R9PMHCY2KO,1,12,Thursday,7,8,7,8
E:A9BAGSYWQN,E:Y9L2J2L6WC,8,10,Monday,7,8,7,8
E:A431O5GXDT,E:AHZ2UQO51V,16,11,Wednesday,2,3,1,3
E:AHZ2UQO51V,E:APYN9NXIH5,16,11,Wednesday,1,3,2,3
E:SD6TY6GC8K,E:U24B3M5XME,4,11,Monday,0,1,0,1
E:SD6TY6GC8K,E:XSBPOLXJBF,1,11,Monday,0,1,0,1
E:U24B3M5XME,E:VEV8K1YWL7,4,9,Monday,0,1,0,1
E:U24B3M5XME,E:XSBPOLXJBF,8,10,Monday,0,1,0,1
E:VEV8K1YWL7,E:XSBPOLXJBF,1,10,Monday,0,1,0,1
E:X7U5UNEK51,E:YMNYCFXTP9,1,19,Wednesday,1,2,1,2
E:2IT77GFAMM,E:8TWBO82XZU,1,9,Friday,0,2,1,2
E:8TWBO82XZU,E:LUE39YBDFD,2,9,Friday,1,2,0,2
E:E4JZ7VSXF4,E:ZD3J7MMHPC,8,11,Monday,7,9,7,9
E:LI8FNIYLNX,E:YEELJFM3BS,3,33,Monday,0,2,0,2
E:5C79NF6K3E,E:OSAXGOQGV8-00001,3,9,Monday,0,8,0,3
E:8VACPYP6IU,E:OSAXGOQGV8,2,10,Thursday,2,3,0,3
E:35JODU8GR6,E:M11X32EORX_1,3,10,Wednesday,0,2,1,4
E:KB9NIFY4XU,E:M11X32EORX_1,8,10,Wednesday,2,3,1,4
E:O5UDQBJ2FQ-00001,E:USBT1QK644,3,9,Monday,8,9,8,9
E:C5J3WQE45S,E:IWI9AL3ODS,1,32,Wednesday,2,3,2,3
E:C7W7US474Z,E:OHA9UKR8LT,1,10,Thursday,6,7,6,7
E:O7H4BOCQ7S,E:UK5JABLG3P,4,32,Tuesday,1,2,1,2
E:OHA9UKR8LT,E:XHUWPTBB8L,1,10,Thursday,6,7,6,7
E:CTK16L3EDN,E:FAPBDLPA46,1,32,Friday,1,3,1,2
E:F9WHYKC5AX,E:JUF91IZ9VB,1,10,Monday,0,1,0,1
E:F9WHYKC5AX,E:VJWQ6BB8UZ,1,10,Monday,0,1,0,1
E:3UZI8FEOOE,E:75RYVMJM5Q,7,10,Monday,0,1,0,1
E:4FPZEXAV2U,E:75RYVMJM5Q,1,18,Monday,0,2,0,1
E:75RYVMJM5Q,E:Z9ZI934S55,1,13,Monday,0,1,0,2
E:AMAJ5OWMZN,E:BJULBJVBZL,1,32,Tuesday,1,2,0,2
E:AMAJ5OWMZN,E:D4R8BJIALE,2,33,Tuesday,1,2,1,3
E:AMAJ5OWMZN,E:D4R8BJIALE-00001,2,28,Tuesday,1,2,0,2
E:BJULBJVBZL,E:D4R8BJIALE-00001,1,28,Tuesday,0,2,0,2
E:CF6IN5SORR,E:PMUV3IEC4O-00001,8,33,Monday,6,7,6,7
E:DRV24HK4YO-00001,E:MGT5S66DZU,6,10,Monday,0,1,0,1
E:DRV24HK4YO-00001,E:VLFUFAPFPU,5,10,Monday,0,1,0,2
E:2NN7NMKZP9,E:Y3JW2T94NX-00002,8,15,Tuesday,5,8,4,6
E:8DO1STKTHE,E:NSC8KUS4NP,1,9,Friday,0,1,0,1
E:FIYOM8QWGL,E:Y3JW2T94NX,8,17,Thursday,1,4,1,3
E:FIYOM8QWGL,E:ZYW5DH32RY,8,18,Thursday,1,4,1,4
E:INML8AQUUU,E:Y3JW2T94NX-00001,1,9,Monday,0,1,0,2
E:SKLD64CHD6,E:Y3JW2T94NX-00001,1,10,Monday,0,1,0,2
E:6YQVHKGCBG,E:HC8NIC9QGE,1,16,Thursday,2,3,2,3
E:3UZI8FEOOE,E:H2OOXDII7Z,1,9,Monday,0,1,0,1
E:4P3NAUYUVV,E:73OHFQVMUB,2,32,Monday,0,1,0,1
E:4P3NAUYUVV,E:QK1WHSJW7N,1,32,Monday,0,1,0,1
E:5XGE661OV2,E:6RB6ELE1DA,2,9,Monday,0,1,0,1
E:5XGE661OV2,E:75RYVMJM5Q,1,10,Monday,0,1,0,1
E:5XGE661OV2,E:H2OOXDII7Z,1,9,Monday,0,1,0,1
E:68WV1PFVA3,E:8J659VX6ER,1,10,Monday,5,6,5,6
E:6RB6ELE1DA,E:75RYVMJM5Q,1,10,Monday,0,1,0,1
E:6RB6ELE1DA,E:U5PYIFCRQR,2,9,Monday,0,1,0,1
E:73OHFQVMUB,E:IMW2X7HSFD,5,32,Monday,0,1,0,1
E:73OHFQVMUB,E:QK1WHSJW7N,1,32,Monday,0,1,0,1
E:75RYVMJM5Q,E:H2OOXDII7Z,1,10,Monday,0,1,0,1
E:75RYVMJM5Q,E:U5PYIFCRQR,1,10,Monday,0,1,0,1
E:H2OOXDII7Z,E:LHDW18CNYM,1,9,Monday,0,1,0,1
E:H2OOXDII7Z,E:U5PYIFCRQR,1,9,Monday,0,1,0,1
E:IMW2X7HSFD,E:QK1WHSJW7N,1,32,Monday,0,1,0,1
E:FDTIQDLVZB-00002,E:OVB5RKRX55-00001,1,26,Wednesday,4,5,4,6
E:QREU1C73UF-00001,E:UNBF8SQIQN-00006_1,2,13,Monday,0,1,0,3
E:7NTC1JZJ5E,E:MQQJ4YSRQJ,5,10,Monday,7,9,7,9
E:7NTC1JZJ5E-00003,E:X8C57TITSH-00003,2,9,Tuesday,3,4,2,4
E:7NTC1JZJ5E-00006,E:MQQJ4YSRQJ,5,10,Monday,7,8,7,9
E:7NTC1JZJ5E-00007,E:X8C57TITSH-00003,2,9,Tuesday,2,3,2,4
E:7NTC1JZJ5E-00009,E:MQQJ4YSRQJ-00002,5,12,Tuesday,4,5,4,6
E:7NTC1JZJ5E-00010,E:MQQJ4YSRQJ-00001,5,13,Thursday,1,2,1,3
E:GGETC8E638-00001,E:YPP6SKNKM4-00001,2,19,Monday,2,3,1,3
E:GGETC8E638-00002,E:MQQJ4YSRQJ-00002,5,12,Tuesday,4,5,4,6
E:HRMDHW338C-00006,E:ZZU5ARG82G,1,33,Wednesday,0,2,1,2
E:JJ1JDPZLOX,E:MQQJ4YSRQJ-00001,1,13,Thursday,1,2,1,3
E:PTDICDI9NF_1,E:Y9KH4W8YYD-00001,1,30,Thursday,8,9,8,9
E:7NTV3VZ13L,E:BLNB64LO2V,2,19,Wednesday,3,4,3,4
E:KWZYFPIFEY,E:ULFIP5LCBD,12,10,Thursday,4,6,5,6
E:N6KWS22PMO,E:WQ1IZUSJOB,1,10,Tuesday,8,9,8,9
E:XC9P2KASWE,E:XVK51HL5SY,1,27,Wednesday,3,4,3,4
E:1TKSQ4VPNF-00001,E:65I6L7MXV3,1,32,Monday,0,2,1,2
E:1TKSQ4VPNF-00001,E:RDTR5W2MXM,1,32,Monday,0,2,1,2
E:65I6L7MXV3,E:LY1QVUOZC3-00001,1,32,Monday,1,2,0,2
E:65I6L7MXV3,E:NCI84WNW7K-00001,1,32,Monday,1,2,0,2
E:65I6L7MXV3,E:RDTR5W2MXM,3,32,Monday,1,2,1,2
E:65I6L7MXV3,E:ZCNZP66LDA,1,32,Monday,1,2,0,2
E:GGXS7FFR34,E:PZHVX453EN,1,32,Wednesday,6,7,6,7
E:HBCJQHJQPJ,E:Z4SR21H25S,3,27,Monday,3,4,3,4
E:LY1QVUOZC3-00001,E:RDTR5W2MXM,1,32,Monday,0,2,1,2
E:NCI84WNW7K-00001,E:RDTR5W2MXM,1,32,Monday,0,2,1,2
E:RDTR5W2MXM,E:ZCNZP66LDA,1,32,Monday,1,2,0,2
E:YK2NHA5169,E:YMGN7QVBY5,1,9,Wednesday,3,4,3,4
E:2OEMYJUIT5,E:WB6HDJNWUR,3,37,Wednesday,3,5,2,4
E:5M5JOTCB6D,E:LPQO5GHRI7,1,32,Thursday,3,4,2,5
E:8VOHBG28UR-00002,E:M1HMVLA498,7,27,Monday,0,1,0,3
E:AAK8D46O7A,E:ZIW7WJAPZG,3,33,Monday,3,6,1,4
E:BK3EFCVDRK,E:SQ4UVQIP7M,7,29,Thursday,5,8,4,6
E:G44AIN3HLI,E:JFNLG4BLYY,4,33,Tuesday,3,5,4,5
E:LLAGOV9ZM1_2,E:UXYD57AI9S,6,10,Tuesday,5,8,4,7
E:Q63YYOM6KR,E:ZIW7WJAPZG,4,36,Monday,3,5,1,4
E:H4QB8212HO,E:IC5S8ANGII,11,28,Monday,4,8,6,7
E:JO2P1RU7IP,E:YG5KN9LUV1-00001,1,10,Thursday,1,2,1,2
E:4731HA5XUZ,E:F38CP565E1,1,16,Monday,6,8,6,7
E:4731HA5XUZ,E:K9D4XRLUQ9,1,16,Monday,6,8,7,8
E:4DNDEXGRHX,E:SH4XSIVYTS,3,17,Tuesday,6,8,7,8
E:5G3ZQKM6BY,E:T8RA7WO5FX,5,9,Tuesday,4,5,4,5
E:733EU765RF,E:K5P3AMF58S,3,10,Thursday,6,7,6,7
E:84LMN7YE14,E:T8RA7WO5FX,5,11,Tuesday,4,5,4,5
E:94OH4IFOYJ,E:A5R6UYH4UM,4,9,Wednesday,4,5,3,5
E:A5R6UYH4UM,E:B922FID7RD,3,10,Wednesday,3,5,4,5
E:B922FID7RD,E:UNBCT5WAE8,3,17,Wednesday,4,5,4,6
E:BLK9PWD426,E:K5P3AMF58S,3,11,Thursday,6,8,6,7
E:F38CP565E1,E:ROIZ6393Q1,6,19,Monday,6,7,6,7
E:GJ3QMQA1MT,E:MFT6XM2P2U,1,10,Tuesday,2,3,1,3
